label,statement
false,islam state small couldnt fill doubleaballpark charleston w. va
false,evid poor peopl abu drug frequent socio-econom group
true,wisconsin # 1 midwest person incom growth year
false,democrat ' health care bill would provid `` free health care illeg immigr ``
false,[ ] appli job chanc 1 7 go deni job unfairli everybodi forc use e-verifi
true,politician want put new tax lot groceri
false,never receiv sent materi mark classifi privat email server whilesecretari state
true,unit state everi major battl vietnam war everi singl one
false,grow kid citi milwauk averag 4 homicid year entir citi record number
false,ga cost 4.50 gallon
true,oppon day one campaign attack medicar medicar advantag claim found fal
true,al franken said almost exactli trump said john mccain militari record
true,veteran unemploy actual lower ( ) gener popul higher came offic
false,recent year rep. latourett sponsor legisl would increa spend 551.6
false,citi atlanta employ rai eight year
true,republican approv 12 time larger tax break peopl make 350 grand averag middle-class person
false,99 % nj voter support hunt
true,"forti aid serv presid barack obama owe 333,485 back tax"
false,u.s. senat candid tommi thompson admit washington d.c. chang insid sell influenc make million power special interest
true,factori open door fastest pace almost two decad
false,new york citi murder
true,obama ask 932-million earmark liter 1-million everi day congress
true,ronald reagan repeatedli talk irrespon would allow full faith credit unit state impair kind way
true,cut record 15 billion state budget
false,isi come ( u.s.-mexico ) border
false,everi singl scientist tell ( global warm ) happen fault ... stack anoth group report say opposit
true,94 wisconsin employ think state head right direct major say grow compani 2012
false,hillari clinton plan go rai tax even doubl tax
false,million american pay get less obamacar
false,took offic 2009 presid barack obama biggest democrat major congress sinc lyndon johnson
false,sen. mccain 's econom plan give nearli 4-billion tax break oil compani n't provid tax relief 100-million middle-class famili
false,barack obama get nomin confirm faster presid ( georg w. ) bush time second term
true,obama promi cut deficit half
true,2009 democrat wisconsin state senat ram billion-dollar tax hike 24 hour public input
true,90 % american want nation background check close loophol
false,dozen artist includ justin timberlak jay z rihanna cancel florida show like stevi wonder protest stand ground
false,program immigr come bring million dollar order get green card theyr go creat job
true,newt gingrich contract lobbyist freddi mac
false,privat social secur bad idea georg w. bush propo 's bad idea today sen. mccain 's campaign went even ... suggest ... cut cost-of-liv adjust rai retir age
true,deport illeg immigr
false,countri bankrupt
true,spend stagger amount money health care 2-trillion almost twice much countri per person
false,prevent care `` save money ``
false,conni mack iv co-sponsor bill take third social secur trust fund ... give individu account senior citizen invest stock market
false,nation guard saw midwest flood ca n't function effect could talk nation guard repr fifteen 17 helicopt region oversea flood
true,fulton counti success reduc number pregnanc among 15- 19-year-old
true,texa hou record number new member join rank
false,democrat cut 35 million state budget inform technolog improv
false,austin pea elementari school creat part texa constitut
false,pretti proud guy stage ever job privat sector
true,"30 tax rate call presid barack obama propo buffett rule lower prescrib tax rate millionair alreadi -- millionair peopl make 200,000"
false,u.s. rep. ted yoho said african american given three-fifth vote
false,dont need separ ( prescript drug ) databa ... pharmaci alreadi databa place
true,small busi district need 31 differ permit fee abl expand
true,u.s. depart defen spend 80 million year prostat cancer research 25 million year ovarian cancer research 150 million year breast cancer research
false,fact : noth # obamacar forc peopl health plan
true,j.d hayworth `` vote congress becam regist lobbyist `` `` paid thousand florida corpor lobbi committ use serv ``
false,76 doctor support use medic marijuana
true,depart educ offici investig virginia tech shoot gotten car driven blacksburg talk polic chief univ presid anyon el
true,deal administr quit frankli shown reluct enforc immigr law
true,social secur pass kind lawsuit legal battl new health care law
false,damascu disincorpor would produc signif tax save
false,scott walker oppo plan help wisconsin student refin student loan
false,lee zeldin miss 2/3rd veteran affair hear
true,elect chairman sinc 1938
true,500 traffic ?
false,arizona one half ( border patrol ) agent per everi 10 squar mile
true,( mccain ) `` ca n't ... timelin draw troop iraq ``
true,wisconsin woman earn 80 cent everi 1 man earn
false,lorann ausley financ train wreck taxpay -- push ga tax properti tax tax senior
false,groceri price risen significantli past year
true,sen. kay bailey hutchison 's `` concess speech came less 20 precinct count
false,think came ( florida ) one time ... n't activ fundrai
false,canadian-born ted cruz doubl passport
true,holli turner fail vote five straight republican primari
true,white hou budget plan bring domest discretionari spend lowest share economi sinc dwight eisenhow presid
false,california governor ye poison children mercuri aluminum vaccin
true,donald trump outlin polici read like kremlin wish list
true,congressmen paul ryan todd akin co-sponsor legisl limit feder fund abort victim forcibl rape
false,sayshillari clinton want abolish second amend
true,less half poorest american household home internet subscript
false,said democrat candid state attorney gener `` repr entir state georgia ``
false,20 year enough muslim voter u.s. elect presid
true,past four year averag wage bare budg
false,"donald trump protest speak : paid 3,500 protest trump ralli"
false,vladimir putin said presid obama fellow democrat either idiot delib tri destroy economi
false,mccain support tax break compani ship job oversea
false,isi run border made porou barack obama polici
true,job loss certain new cap-and-tax plan includ provi accommod newli unemploy worker result dried-up energi sector tune 4.2 billion eight year much creat job
true,feder law limit number gun bullet buy
false,studi shown voter fraud non-exist texa
true,"extend current tax rate would averag 100,000 year millionair even billionair"
true,"22,000 uniqu internet protocol address -- wisconsin alon -- download child pornographi"
false,factual correct say jennif brunner inherit least 18 lawsuit came offic result ken blackwel mismanag 2004 elect
